ItemID, Domain Name, Traffic, Bids, Price, Estimated Value, Domain Age, Auction End Time, Sale Type
512557811,v1o.com,0,9,?5 387,?227 749,,2023/09/30 02:07 PM (PDT),Auction
515247121,whyk.com,0,3,?5 387,,,2023/09/27 02:00 PM (PDT),Auction
513430519,n900.com,4,8,?5 351,?168 635,22,2023/09/25 09:52 AM (PDT),Auction
514336136,jwjv.com,2,10,?5 166,?85 277,16,2023/09/27 01:59 PM (PDT),Auction
514986160,qksf.com,26,10,?5 166,?121 734,16,2023/09/28 11:51 AM (PDT),Auction
514986166,qbrp.com,7,10,?5 166,?96 827,16,2023/09/28 12:36 PM (PDT),Auction
515161302,nvyv.com,0,9,?5 166,,,2023/09/26 10:00 AM (PDT),Auction
515779590,smartfield.com,74,29,?5 166,?294 502,21,2023/10/04 10:50 AM (PDT),Auction
515799755,wrcn.com,20,20,?5 018,?172 804,28,2023/10/04 01:34 PM (PDT),Auction
510221867,tjfu.com,0,7,?4 982,?99 705,,2023/09/27 11:10 AM (PDT),Auction
513329746,findmydomain.com,0,15,?4 982,?153 875,,2023/09/29 12:07 PM (PDT),Auction
513423970,sellmyhomeinmetrowestma.com,0,12,?4 982,?11 624,16,2023/09/25 10:02 AM (PDT),Auction
514346663,uqku.com,0,9,?4 982,?66 421,16,2023/09/27 09:56 AM (PDT),Auction
514986165,yvnj.com,2,9,?4 982,?107 343,16,2023/09/28 02:17 PM (PDT),Auction
515245530,oqv.net,0,21,?4 982,,,2023/09/27 02:00 PM (PDT),Auction
515708519,huvip.com,0,27,?4 982,?303 469,9,2023/10/03 01:59 PM (PDT),Auction
514281695,00787.com,0,13,?4 797,?134 723,19,2023/09/26 01:30 PM (PDT),Auction
514982412,quickplace.com,41,7,?4 797,?233 838,12,2023/09/28 01:07 PM (PDT),Auction
515161299,tljw.com,0,9,?4 797,,,2023/09/26 10:00 AM (PDT),Auction
512336563,printbell.com,35,10,?4 686,?91 218,,2023/09/25 01:59 PM (PDT),Auction
515707279,coinbond.com,0,25,?4 686,?314 834,10,2023/10/03 12:19 PM (PDT),Auction
514274381,nftpod.com,2,12,?4 649,?194 502,3,2023/09/26 10:53 AM (PDT),Auction
510058749,pipestream.com,0,16,?4 613,?175 461,,2023/09/26 12:28 PM (PDT),Auction
513441878,denatured.com,13,13,?4 613,?284 613,,2023/09/29 11:08 AM (PDT),Auction
514351324,88dz.com,0,8,?4 613,?208 376,12,2023/09/27 12:04 PM (PDT),Auction
515146438,utdq.com,0,9,?4 613,?91 033,16,2023/09/29 01:17 PM (PDT),Auction
515373648,lessigforpresident.com,0,3,?4 613,,,2023/09/27 01:03 PM (PDT),Auction
515376682,77908.com,2,16,?4 613,?77 417,15,2023/10/01 01:31 PM (PDT),Auction
515473602,divacafe.com,0,22,?4 613,?96 273,23,2023/10/01 12:05 PM (PDT),Auction
512580954,ham1.com,0,12,?4 539,?142 177,,2023/09/26 11:20 AM (PDT),Auction
514258621,ziddo.com,13,18,?4 428,?59 631,17,2023/09/26 01:40 PM (PDT),Auction
514322493,3991.cc,2,23,?4 428,Less than ?3 690,10,2023/09/28 11:52 AM (PDT),Auction
515767433,bohq.com,0,6,?4 428,?90 517,21,2023/10/04 10:58 AM (PDT),Auction
513383305,chessclass.com,30,10,?4 280,?111 476,19,2023/09/25 01:20 PM (PDT),Auction
513435218,ipaylater.com,0,4,?4 280,?95 978,14,2023/09/25 12:02 PM (PDT),Auction
514329378,swent.com,0,17,?4 280,?260 406,,2023/09/30 11:57 AM (PDT),Auction
513107710,searchinquire.com,1762,15,?4 244,?55 646,,2023/09/30 10:35 AM (PDT),Auction
515153167,powerphoto.com,2,9,?4 244,?171 919,26,2023/09/29 12:27 PM (PDT),Auction
512605555,tenshi-no-3p.com,0,8,?4 059,,,2023/09/29 10:53 AM (PDT),Auction
513320763,vegeusa.com,0,7,?4 059,?46 494,,2023/09/29 01:12 PM (PDT),Auction
514222228,urlst.com,4,13,?4 059,?182 435,17,2023/09/26 11:49 AM (PDT),Auction
514287865,ckmail.com,22,7,?4 059,?239 779,21,2023/09/26 10:25 AM (PDT),Auction
514941255,darkpage.com,17,9,?4 059,?186 421,20,2023/09/28 01:48 PM (PDT),Auction
515562071,wingsarmy.com,3882,15,?3 911,?72 362,15,2023/10/02 01:02 PM (PDT),Auction
512302081,titanclydebank.com,0,8,?3 875,?44 133,,2023/09/28 01:41 PM (PDT),Auction
512399619,sandiegonaacp.org,0,21,?3 875,Less than ?3 690,,2023/09/29 10:38 AM (PDT),Auction
512427762,wikirecipe.net,30,20,?3 875,Less than ?3 690,,2023/09/25 12:07 PM (PDT),Auction
513397045,godsmessagetoday.com,274,13,?3 875,?17 528,12,2023/09/25 09:40 AM (PDT),Auction
513431577,jacksonhospital.com,11,9,?3 875,?84 686,23,2023/09/25 12:47 PM (PDT),Auction
514024318,technologyrest.com,26,13,?3 875,?58 450,3,2023/09/26 11:35 AM (PDT),Auction
514030891,audiencedevelopment.com,24,16,?3 875,?155 018,21,2023/09/26 10:35 AM (PDT),Auction
514271294,pinkproperties.com,0,6,?3 875,?140 886,19,2023/09/26 11:57 AM (PDT),Auction
514272496,lawyerondemand.com,0,16,?3 875,?124 022,10,2023/09/26 02:04 PM (PDT),Auction
514320140,thecrag.net,626,10,?3 875,?15 387,12,2023/09/27 10:37 AM (PDT),Auction
514337701,biharcetintbed.com,17,3,?3 875,?8 708,4,2023/09/27 12:00 PM (PDT),Auction
514346905,watchalyzer.com,4,9,?3 875,?46 568,12,2023/09/27 01:31 PM (PDT),Auction
514375487,nevadacapital.com,0,7,?3 875,?139 262,,2023/10/02 01:30 PM (PDT),Auction
514925643,sabvgacc.org,4697,20,?3 875,Less than ?3 690,3,2023/09/29 09:27 AM (PDT),Auction
514941166,goknock.com,89,11,?3 875,?267 269,13,2023/09/28 01:58 PM (PDT),Auction
514999985,hoctiengviet.com,2,5,?3 875,?81 956,21,2023/09/28 10:25 AM (PDT),Auction
515151203,cadzilla.com,0,6,?3 875,?145 129,16,2023/09/29 02:22 PM (PDT),Auction
515162007,nosi.net,0,3,?3 875,,,2023/09/26 10:01 AM (PDT),Auction
515455422,edgun.com,0,4,?3 875,?258 339,16,2023/10/01 12:01 PM (PDT),Auction
515555093,nocents.com,2,15,?3 875,?203 801,12,2023/10/02 01:16 PM (PDT),Auction
512588278,delgato.com,0,17,?3 838,?131 402,,2023/09/26 09:10 AM (PDT),Auction
514372375,gondolachalets.com,150,6,?3 838,?47 380,17,2023/09/27 01:38 PM (PDT),Auction
515096409,postakoduara.com,0,3,?3 764,?23 210,14,2023/09/29 09:59 AM (PDT),Auction
513426398,promptforge.com,4,9,?3 727,Less than ?3 690,1,2023/09/25 11:37 AM (PDT),Auction
513424278,californiaearthminerals.com,130,13,?3 690,?37 196,15,2023/09/25 09:35 AM (PDT),Auction
514348287,bidnip.com,126,15,?3 690,?152 915,20,2023/09/27 02:23 PM (PDT),Auction
514349127,componenttechnologiesinc.com,61,7,?3 690,?34 908,23,2023/09/27 11:28 AM (PDT),Auction
515708208,66926.com,0,19,?3 616,?130 037,12,2023/10/03 10:37 AM (PDT),Auction
513371501,seekyt.com,0,7,?3 506,?47 085,13,2023/09/25 09:57 AM (PDT),Auction
514353210,nyfashioncenterfabrics.com,343,16,?3 506,?6 974,17,2023/09/27 12:26 PM (PDT),Auction
514374585,jgn.org,0,5,?3 506,?234 022,,2023/10/02 09:21 AM (PDT),Auction
512483355,cinema.cc,72,8,?3 432,?87 970,,2023/09/26 11:53 AM (PDT),Auction
514334896,skelta.com,0,8,?3 432,?88 229,21,2023/09/27 12:40 PM (PDT),Auction
514349973,cashngold.com,7,7,?3 432,?153 801,12,2023/09/27 09:17 AM (PDT),Auction
515720155,fitamerica.com,7,7,?3 432,?268 598,25,2023/10/03 01:01 PM (PDT),Auction
513342460,winsgoal.com,4,11,?3 395,?214 723,4,2023/09/25 12:36 PM (PDT),Auction
512575863,netdesigner.com,0,13,?3 321,?285 314,,2023/09/30 10:40 AM (PDT),Auction
514185656,tokyopinkguide.com,484,15,?3 321,?13 801,19,2023/09/26 02:01 PM (PDT),Auction
514348781,woodworkerz.com,1351,11,?3 321,?46 974,10,2023/09/27 01:51 PM (PDT),Auction
514372413,rentcollector.com,0,7,?3 321,?75 166,24,2023/09/27 02:03 PM (PDT),Auction
514986737,theoffroadcompany.com,569,17,?3 321,?42 731,9,2023/09/28 09:01 AM (PDT),Auction
515118369,thesirtfooddiet.com,448,17,?3 321,?53 948,8,2023/09/29 12:32 PM (PDT),Auction
515849548,98728.com,0,17,?3 210,?86 273,13,2023/10/05 12:15 PM (PDT),Auction
512828952,exploreproducts.com,0,14,?3 137,?124 317,,2023/09/26 01:50 PM (PDT),Auction
513274400,vertelenovelas.net,519,5,?3 137,?4 502,13,2023/09/25 02:12 PM (PDT),Auction
513368852,sleepyhollowcampgrounds.com,209,3,?3 137,?15 756,11,2023/09/25 01:11 PM (PDT),Auction
513381140,birseninmutfagi.com,176,16,?3 137,?16 716,14,2023/09/25 11:13 AM (PDT),Auction
513393179,skunktowndistillery.com,150,3,?3 137,?35 941,8,2023/09/25 12:26 PM (PDT),Auction
513394981,rejuvenationcenterhazard.com,500,3,?3 137,?16 679,4,2023/09/25 11:07 AM (PDT),Auction
513411148,unitedbarberbeautysupply.com,148,3,?3 137,?16 863,17,2023/09/25 10:38 AM (PDT),Auction
513422118,cafeattila.com,172,5,?3 137,?45 609,13,2023/09/25 01:41 PM (PDT),Auction
513435164,valuewear.com,0,14,?3 137,?75 055,19,2023/09/25 09:19 AM (PDT),Auction
514258100,veyance.com,441,16,?3 137,?99 188,17,2023/09/26 01:16 PM (PDT),Auction
514268301,hagifuneralhome.com,584,7,?3 137,?23 100,16,2023/09/26 11:27 AM (PDT),Auction
514275463,mercefamilyhealthcare.com,102,5,?3 137,?56 863,6,2023/09/26 10:52 AM (PDT),Auction
514289361,my695.com,102,5,?3 137,?44 908,2,2023/09/26 10:18 AM (PDT),Auction
514289363,my622.com,117,3,?3 137,?53 579,2,2023/09/26 12:08 PM (PDT),Auction
514289367,my073.com,293,3,?3 137,?43 100,2,2023/09/26 12:05 PM (PDT),Auction
514354193,sleepandtmj.com,180,8,?3 137,?58 376,16,2023/09/27 11:33 AM (PDT),Auction
514364242,futureshop-ca.com,113,3,?3 137,?8 266,7,2023/09/27 11:09 AM (PDT),Auction
514370305,donsfoodcenter.com,200,9,?3 137,?24 649,15,2023/09/27 10:44 AM (PDT),Auction
514371931,braziliangrillcateringmiami.com,102,7,?3 137,?5 830,10,2023/09/27 12:59 PM (PDT),Auction
514962337,mylifeinsuranceforelderly.com,124,10,?3 137,?14 391,9,2023/09/28 10:07 AM (PDT),Auction
514984687,bobahouseholland.com,100,3,?3 137,?21 107,4,2023/09/28 09:22 AM (PDT),Auction
514989426,mokusushi.com,146,3,?3 137,?47 343,7,2023/09/28 12:13 PM (PDT),Auction
515045706,calculadoraimc.org,6429,16,?3 137,?22 620,9,2023/09/30 09:38 AM (PDT),Auction
515122042,littlehaiticulturalcenter.com,122,3,?3 137,?11 513,10,2023/09/29 11:22 AM (PDT),Auction
515144269,resumiendolo.com,376,5,?3 137,?10 923,6,2023/09/29 01:18 PM (PDT),Auction
515149438,noladoughnuts.com,324,6,?3 137,?40 627,9,2023/09/29 01:07 PM (PDT),Auction
515242187,blogutils.net,524,16,?3 137,Less than ?3 690,17,2023/09/30 09:52 AM (PDT),Auction
515309548,bayonnemusic.com,122,3,?3 137,?23 321,8,2023/09/30 11:36 AM (PDT),Auction
515467793,rayraysbbq.com,126,3,?3 137,?39 668,13,2023/10/01 09:31 AM (PDT),Auction
515468517,couchtraveler.com,411,7,?3 137,?45 387,9,2023/10/01 01:46 PM (PDT),Auction
515470753,51996.com,0,15,?3 137,?135 240,21,2023/10/01 02:14 PM (PDT),Auction
515529741,newberrychamber.net,200,5,?3 137,?4 797,21,2023/10/02 09:20 AM (PDT),Auction
515548603,losportalesgrill.com,739,5,?3 137,?54 096,13,2023/10/02 09:01 AM (PDT),Auction
515244809,freebodyfatcalculator.org,1690,11,?3 026,Less than ?3 690,9,2023/10/01 11:00 AM (PDT),Auction
509920626,productscanada.com,0,5,?2 952,?109 889,,2023/09/25 01:02 PM (PDT),Auction
513342456,guidepower.com,0,14,?2 952,?111 845,21,2023/09/25 12:20 PM (PDT),Auction
513373540,trackreddit.com,17,13,?2 952,?47 897,9,2023/09/25 09:07 AM (PDT),Auction
513388301,portalstone.com,17,6,?2 952,?134 576,21,2023/09/25 12:04 PM (PDT),Auction
513412630,groomingboarding.com,20,7,?2 952,?108 192,10,2023/09/25 11:31 AM (PDT),Auction
513416762,twisttech.com,4,3,?2 952,?105 941,18,2023/09/25 10:56 AM (PDT),Auction
513422597,thechristianchurch.com,0,3,?2 952,?94 576,14,2023/09/25 12:42 PM (PDT),Auction
514256858,aeaerospace.com,278,9,?2 952,?47 897,11,2023/09/26 02:28 PM (PDT),Auction
514289366,my017.com,102,3,?2 952,?52 140,2,2023/09/26 12:45 PM (PDT),Auction
514369611,fujiseafoodtogo.com,3450,15,?2 952,?31 845,2,2023/09/27 10:06 AM (PDT),Auction
514982719,bestfolio.com,56,11,?2 952,?132 435,7,2023/09/28 01:54 PM (PDT),Auction
515076001,modularhydro.com,146,5,?2 952,?54 391,13,2023/09/29 12:09 PM (PDT),Auction
513430189,marlaynacosmetics.com,204,7,?2 878,?14 834,3,2023/09/25 12:40 PM (PDT),Auction
513424285,bamboosjamaicanrestaurant.com,198,3,?2 841,?21 070,7,2023/09/25 01:54 PM (PDT),Auction
509879808,the-weddinggallery.com,0,4,?2 768,?14 649,,2023/09/25 01:25 PM (PDT),Auction
512513653,mersaliexpress.com,30,9,?2 768,?35 646,,2023/09/26 01:34 PM (PDT),Auction
512635588,hugemail.com,19,9,?2 768,?141 181,,2023/09/28 10:59 AM (PDT),Auction
512895891,inspireghettokids.org,1107,3,?2 768,Less than ?3 690,,2023/09/29 10:26 AM (PDT),Auction
513042545,aboutastra.org,11,4,?2 768,Less than ?3 690,22,2023/09/25 09:19 AM (PDT),Auction
513238484,dana2018.com,24,9,?2 768,?29 262,6,2023/09/25 11:44 AM (PDT),Auction
513350089,growgardentomatoes.com,0,11,?2 768,?19 077,,2023/09/28 01:19 PM (PDT),Auction
514082429,bunsandroses.org,139,3,?2 768,?11 771,17,2023/09/27 01:53 PM (PDT),Auction
514287289,markethousemuseum.com,83,3,?2 768,?40 221,22,2023/09/26 01:09 PM (PDT),Auction
514372518,clubcheck.com,0,8,?2 768,?215 055,24,2023/09/27 02:22 PM (PDT),Auction
515161951,blackholegames.com,0,6,?2 768,,,2023/09/26 10:00 AM (PDT),Auction
515263615,revoco.com,7,14,?2 768,?197 048,24,2023/09/30 01:24 PM (PDT),Auction
512553456,allstreets.com,14,5,?2 620,?110 590,,2023/09/25 10:56 AM (PDT),Auction
513112393,questology.com,12,7,?2 583,?175 277,,2023/09/28 10:18 AM (PDT),Auction
513418702,goodriddancemerch.com,165,3,?2 583,?21 956,6,2023/09/25 11:55 AM (PDT),Auction
513422369,fatcatpizzabrookings.com,122,3,?2 583,?9 742,5,2023/09/25 01:47 PM (PDT),Auction
513427949,elinoydesign.com,246,5,?2 583,?17 159,5,2023/09/25 01:39 PM (PDT),Auction
514338999,dubcodubai.com,96,3,?2 583,?47 417,13,2023/09/27 10:16 AM (PDT),Auction
514983861,tagable.com,7,14,?2 583,?178 044,13,2023/09/28 09:45 AM (PDT),Auction
515001108,lavawire.com,2,6,?2 583,?158 967,21,2023/09/28 11:52 AM (PDT),Auction
515001147,arizonarealtors.com,11,6,?2 583,?171 328,26,2023/09/28 11:34 AM (PDT),Auction
515433478,freebmrcalculator.com,2073,13,?2 583,?23 358,9,2023/10/01 11:13 AM (PDT),Auction
514349421,pernova.com,4,9,?2 546,?157 860,23,2023/09/27 01:30 PM (PDT),Auction
513108108,newportinsurance.com,0,9,?2 435,?147 934,,2023/09/28 09:09 AM (PDT),Auction
510482496,landmarkchurch.com,0,5,?2 399,?153 395,,2023/09/27 12:29 PM (PDT),Auction
512330480,cryptotocrypto.com,0,8,?2 399,?204 465,,2023/09/28 09:32 AM (PDT),Auction
513477011,youngfinger.com,19608,4,?2 399,Less than ?3 690,,2023/10/01 10:34 AM (PDT),Auction
514266746,hiddencost.com,2,13,?2 399,?196 494,20,2023/09/26 11:58 AM (PDT),Auction
514289362,my082.com,70,5,?2 399,?34 354,2,2023/09/26 09:57 AM (PDT),Auction
514346111,jarvisfamilymedicalservices.com,59,3,?2 399,?10 886,7,2023/09/27 01:11 PM (PDT),Auction
515135044,01312.com,0,12,?2 399,?87 085,14,2023/09/29 10:05 AM (PDT),Auction
515246028,bentcounty.org,109,10,?2 399,?22 509,22,2023/10/01 11:54 AM (PDT),Auction
515375730,84896.com,2,3,?2 399,?92 989,11,2023/10/01 10:37 AM (PDT),Auction
515567557,58083.com,0,5,?2 399,?79 705,12,2023/10/02 09:43 AM (PDT),Auction
515707567,silverpass.com,4,7,?2 399,?117 749,20,2023/10/03 01:41 PM (PDT),Auction
515768831,69448.com,0,5,?2 399,?92 804,10,2023/10/04 11:13 AM (PDT),Auction
515528456,mealthy.com,343,11,?2 362,?169 151,10,2023/10/02 12:04 PM (PDT),Auction
513274440,tedrichards.net,46,3,?2 251,?6 568,22,2023/09/25 09:26 AM (PDT),Auction
513400078,oneandonlytownhouses.com,178,3,?2 251,?35 904,4,2023/09/25 01:18 PM (PDT),Auction
512580913,newsbright.com,0,10,?2 214,?99 004,,2023/09/26 09:57 AM (PDT),Auction
513346536,userup.com,4,11,?2 214,?119 151,17,2023/09/25 09:37 AM (PDT),Auction
513427565,powderblends.com,0,5,?2 214,?141 070,7,2023/09/25 09:56 AM (PDT),Auction
513428005,jagandental.com,50,5,?2 214,?47 638,5,2023/09/25 10:31 AM (PDT),Auction
513434180,41481.com,2,11,?2 214,?89 373,11,2023/09/25 01:07 PM (PDT),Auction
514286230,peerit.com,7,6,?2 214,?111 919,17,2023/09/26 10:34 AM (PDT),Auction
514289356,my013.com,61,3,?2 214,?45 351,2,2023/09/26 01:06 PM (PDT),Auction
514289357,my071.com,76,5,?2 214,?43 911,2,2023/09/26 10:25 AM (PDT),Auction
514289358,my076.com,48,5,?2 214,?44 649,2,2023/09/26 09:49 AM (PDT),Auction
514336010,elartistaonline.com,63,3,?2 214,?24 391,13,2023/09/27 02:01 PM (PDT),Auction
514336141,malware-fixes.com,1065,11,?2 214,Less than ?3 690,5,2023/09/27 11:26 AM (PDT),Auction
515022599,stpaulcvb.org,0,5,?2 214,,,2023/09/25 10:00 AM (PDT),Auction
515461124,benchwarmerscoffee.com,91,11,?2 214,?45 535,12,2023/10/01 12:03 PM (PDT),Auction
515554652,digilease.com,4,7,?2 214,?161 218,20,2023/10/02 09:49 AM (PDT),Auction
511064365,javbest.com,0,6,?2 177,?129 926,,2023/09/25 12:18 PM (PDT),Auction
513372284,theroseonbond.com,65,7,?2 103,?17 306,5,2023/09/25 01:41 PM (PDT),Auction
513421344,clearskyspafairfield.com,109,3,?2 103,?14 576,10,2023/09/25 11:56 AM (PDT),Auction
514011785,wanshui.com,0,16,?2 066,?80 627,20,2023/09/26 10:04 AM (PDT),Auction
509920630,productcanada.com,0,3,?2 030,?82 251,,2023/09/25 09:07 AM (PDT),Auction
510038723,hoglife.com,0,8,?2 030,?135 240,,2023/09/26 09:59 AM (PDT),Auction
512333876,pattayainterhospital.com,0,7,?2 030,?21 771,,2023/09/26 09:59 AM (PDT),Auction
512583555,lulawiles.com,0,10,?2 030,?22 325,,2023/09/26 11:21 AM (PDT),Auction
512867148,federalbuilding.com,0,7,?2 030,?116 236,,2023/09/26 01:02 PM (PDT),Auction
513054996,studiobaby.com,0,5,?2 030,?111 587,,2023/09/27 01:56 PM (PDT),Auction
513284351,skelet-info.org,0,10,?2 030,Less than ?3 690,9,2023/09/26 11:46 AM (PDT),Auction
513426623,smmxboost.com,0,11,?2 030,?54 096,3,2023/09/25 01:47 PM (PDT),Auction
514079756,spcact.org,0,8,?2 030,?16 716,22,2023/09/27 02:24 PM (PDT),Auction
514230398,ultrafoodmess.com,513,9,?2 030,?11 624,5,2023/09/26 10:03 AM (PDT),Auction
514274623,deltonfaithchurch.com,41,5,?2 030,?17 048,21,2023/09/26 11:36 AM (PDT),Auction
514275669,hamgo.com,0,8,?2 030,?127 048,22,2023/09/26 09:06 AM (PDT),Auction
514350976,northphoenixfamily.com,582,9,?2 030,?40 185,10,2023/09/27 11:44 AM (PDT),Auction
514984608,cafemarrese.com,56,3,?2 030,?28 930,9,2023/09/28 10:43 AM (PDT),Auction
514994779,gotagame.com,46,9,?2 030,?84 871,18,2023/09/28 10:47 AM (PDT),Auction
515261947,reliantmed.com,33,7,?2 030,?113 948,22,2023/09/30 11:40 AM (PDT),Auction
515280294,superprofs.com,408,8,?2 030,?94 133,10,2023/09/30 10:41 AM (PDT),Auction
515454650,altstudios.com,50,7,?2 030,?111 328,13,2023/10/01 12:41 PM (PDT),Auction
515468085,luckytats.com,973,9,?2 030,?48 930,20,2023/10/01 10:08 AM (PDT),Auction
515519735,tryvalidated.com,0,9,?2 030,,,2023/09/28 02:10 PM (PDT),Auction
515542809,thekitchenwitchcatering.com,41,7,?2 030,?25 240,22,2023/10/02 01:13 PM (PDT),Auction
513282266,whizbiz.com,0,7,?1 993,?106 236,,2023/09/29 10:43 AM (PDT),Auction
513416195,glascow.com,7,6,?1 993,?92 177,18,2023/09/25 11:34 AM (PDT),Auction
513435615,drsunacupuncture.com,46,3,?1 956,?43 137,12,2023/09/25 01:39 PM (PDT),Auction
514271151,cesmeeskort.com,39,10,?1 956,,1,2023/09/26 10:46 AM (PDT),Auction
513387032,bdayna.com,11,9,?1 919,?49 299,3,2023/09/25 11:29 AM (PDT),Auction
515474039,nerdnationmagazine.com,0,9,?1 919,?43 506,9,2023/10/01 09:44 AM (PDT),Auction
514270324,hippiebutter.com,0,9,?1 882,?45 609,16,2023/09/26 10:23 AM (PDT),Auction
512920036,letsup.com,0,9,?1 845,?158 893,,2023/09/28 10:39 AM (PDT),Auction
513410975,shophrc.com,363,3,?1 845,?47 860,5,2023/09/25 02:07 PM (PDT),Auction
513418151,carlilaw.com,39,8,?1 845,?58 635,6,2023/09/25 11:33 AM (PDT),Auction
514188555,churchlist.com,2,8,?1 845,?154 244,20,2023/09/26 11:44 AM (PDT),Auction
514333104,ohsports.com,15,9,?1 845,?228 745,17,2023/09/27 02:03 PM (PDT),Auction
514337049,monarchconsultant.com,215,9,?1 845,?50 959,2,2023/09/27 11:38 AM (PDT),Auction
514350143,qujapan.com,230,9,?1 845,?46 568,5,2023/09/27 01:49 PM (PDT),Auction
514969713,monoclass.com,343,9,?1 845,?63 653,7,2023/09/28 12:34 PM (PDT),Auction
514998365,solarcitizens.com,2,5,?1 845,?134 613,17,2023/09/28 09:31 AM (PDT),Auction
515262186,thehelpcenter.com,2,9,?1 845,?94 244,26,2023/09/30 09:09 AM (PDT),Auction
515264622,vrdog.com,43,8,?1 845,?76 568,18,2023/09/30 10:05 AM (PDT),Auction
515481576,mia-electric.com,0,8,?1 845,,,2023/09/28 02:06 PM (PDT),Auction
513410973,ihydroponics.com,0,4,?1 808,?127 860,24,2023/09/25 11:52 AM (PDT),Auction
513418477,trendvibe.com,4,7,?1 808,?67 122,9,2023/09/25 01:08 PM (PDT),Auction
513422113,kauaiauto.com,0,3,?1 808,?120 000,10,2023/09/25 02:26 PM (PDT),Auction
515455039,10151.com,2,7,?1 771,?96 679,12,2023/10/01 01:55 PM (PDT),Auction
514274740,dchcareer.com,59,8,?1 734,?41 993,6,2023/09/26 09:41 AM (PDT),Auction
509879795,kitanohomare.com,0,3,?1 661,?25 092,,2023/09/25 10:43 AM (PDT),Auction
509967671,nationalpainfoundation.org,0,8,?1 661,?8 524,,2023/09/25 12:40 PM (PDT),Auction
512347881,loudinteractive.com,86,4,?1 661,?114 317,,2023/09/25 09:44 AM (PDT),Auction
512584677,decored.com,0,5,?1 661,?111 402,,2023/09/26 11:49 AM (PDT),Auction
513416539,affordablecapital.com,0,8,?1 661,?127 232,9,2023/09/25 10:56 AM (PDT),Auction
513419233,visitfoxburg.com,43,8,?1 661,?46 089,17,2023/09/25 02:03 PM (PDT),Auction
513419255,hotelsanjosemagdalena.com,115,6,?1 661,?7 417,19,2023/09/25 11:32 AM (PDT),Auction
513429383,blucidfloral.com,37,3,?1 661,?16 863,9,2023/09/25 09:50 AM (PDT),Auction
513439429,drooped.com,10,8,?1 661,?90 000,,2023/09/29 10:55 AM (PDT),Auction
513442075,cobbling.com,11,9,?1 661,?107 712,,2023/09/29 10:20 AM (PDT),Auction
514288810,thaibbqculvercity.com,37,5,?1 661,?3 948,7,2023/09/26 10:39 AM (PDT),Auction
514350962,buysellhotels.com,0,7,?1 661,?195 646,6,2023/09/27 10:35 AM (PDT),Auction
514373836,healogicsjobs.com,54,3,?1 661,?15 941,5,2023/09/27 11:15 AM (PDT),Auction
515162038,whosea.org,0,7,?1 661,,,2023/09/26 10:02 AM (PDT),Auction
515390336,decidingtomorrowtoday.org,70,5,?1 661,?12 657,8,2023/10/02 12:27 PM (PDT),Auction
515419251,moderncenter.com,11,7,?1 661,?113 801,20,2023/10/01 10:58 AM (PDT),Auction
515773135,discountministorage.com,26,4,?1 661,?156 827,21,2023/10/04 10:43 AM (PDT),Auction
512599979,bluetechspace.com,418,8,?1 550,?51 107,,2023/09/27 10:58 AM (PDT),Auction
514093277,6468.cc,0,7,?1 550,Less than ?3 690,10,2023/09/27 10:11 AM (PDT),Auction
515285191,nexoutlets.com,869,7,?1 550,?51 661,10,2023/09/30 09:39 AM (PDT),Auction
515344517,ihtml.com,0,7,?1 550,?149 336,,2023/10/01 12:12 PM (PDT),Auction
513354879,electrowattco.com,43,3,?1 513,?48 672,16,2023/09/25 10:33 AM (PDT),Auction
512334301,yourcryptocurrency.com,0,6,?1 476,?110 812,,2023/09/28 09:25 AM (PDT),Auction
512831082,amitausa.com,0,7,?1 476,?30 517,,2023/09/26 01:15 PM (PDT),Auction
513045628,shameonme.com,0,6,?1 476,?108 155,,2023/09/28 10:37 AM (PDT),Auction
513049988,vinyl.me,2,6,?1 476,?170 554,4,2023/09/25 02:13 PM (PDT),Auction
513406037,grillpointbk.com,43,5,?1 476,?29 188,6,2023/09/25 12:49 PM (PDT),Auction
513426044,indiospirits.com,46,3,?1 476,?45 166,19,2023/09/25 09:31 AM (PDT),Auction
514328741,discovertimis.com,15,7,?1 476,?35 240,5,2023/09/27 11:36 AM (PDT),Auction
514366365,kileensgardenboutique.com,43,3,?1 476,?21 033,7,2023/09/27 11:38 AM (PDT),Auction
515043916,imageresizer.net,1201,7,?1 476,?38 598,17,2023/09/29 10:43 AM (PDT),Auction
515151709,vninvesting.com,37,3,?1 476,?85 387,5,2023/09/29 12:03 PM (PDT),Auction
515244165,peopletv.org,200,5,?1 476,?51 808,26,2023/10/01 01:32 PM (PDT),Auction
515296934,luxurytravelguide.com,2,8,?1 476,?148 524,12,2023/09/30 10:33 AM (PDT),Auction
515455660,batchdriven.com,654,7,?1 476,?62 952,3,2023/10/01 11:37 AM (PDT),Auction
515720143,techword.com,33,7,?1 476,?224 428,28,2023/10/03 01:07 PM (PDT),Auction
513376652,dentalna.com,0,3,?1 402,?141 993,8,2023/09/25 12:11 PM (PDT),Auction
513405461,nailsspaforeveramesbury.com,161,3,?1 402,?7 860,3,2023/09/25 11:21 AM (PDT),Auction
513418429,benjaminallen.com,9,3,?1 402,?108 303,15,2023/09/25 02:14 PM (PDT),Auction
513420272,ewildfire.com,0,3,?1 402,?90 185,6,2023/09/25 01:27 PM (PDT),Auction
